RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
50,2,66562,219442.7,34521.97,23489,163731.2,1980.431,,,,,45006,1604.941,25.626,66562,2197.795,42.758
50,3,804,1151.216,2.335,,,,,,,,,,,804,44.294,0.279
50,4,969,1378.151,2.587,,,,,,,,,,,969,34.938,0.000
40,0,473582,872379.0,3793738,61077,458724.2,11604.29,7,51826.01,17876092,,217448,39626.59,489689.1,473582,15706.31,2755.430
40,1,355110,798854.9,578611.5,62594,475959.4,25174.39,3,41508.85,6187048,,205581,39693.00,41678.76,355110,12491.95,603.418
40,2,366860,951934.1,871925.2,59440,486691.8,33786.67,2,39722.76,62832767,,204171,15100.21,7379.552,366860,16271.68,1817.633
40,3,1236,1589.347,0.674,,,,,,,,,,,1236,45.311,0.000
40,4,1399,1817.522,1.353,,,,,,,,,,,1399,52.783,0.000
30,0,540691,1172132,4689912,86020,653882.3,18694.29,4,25638.02,498746.7,,268126,60341.85,48138.53,540691,18574.17,2975.406
30,1,418220,1095660,654113.8,85604,658177.0,83081.87,,,,,248016,80028.56,31616.02,418220,14345.82,279.449
30,2,397529,1271596,980998.1,77378,664983.6,1657166,1,19163.80,0.000,,223251,24584.37,24342.26,397529,19554.02,2180.061
30,3,529,697.772,2.419,,,,,,,,,,,529,36.887,0.508
30,4,912,1240.463,2.273,,,,,,,,,,,912,35.852,0.000
20,0,544610,1353395,1860836,103573,778963.0,25543.55,5,26031.54,224973.6,,276555,89715.55,107360.1,544610,18785.32,1763.753
20,1,418160,1136193,3905347,85627,666744.7,95254.08,,,,,248543,90715.55,76554.38,418160,14685.45,1464.271
20,2,418155,1322066,5871139,80528,693589.3,47973.83,,,,,233313,24868.33,251554.6,418155,21146.57,14665.11
20,3,2019,2623.184,6.658,5,36.729,3.741,,,,,8,0.268,0.000,2019,117.125,0.263
20,4,2291,3317.336,9.567,,,,,,,,,,,2291,85.780,0.001
10,0,545631,1371535,1462032,105395,791241.7,68839.63,5,31330.22,595738.3,,277147,90270.89,63034.72,545631,18731.65,1018.429
10,1,418527,1148012,897338.3,85818,671508.0,17520.12,,,,,249141,93259.70,1421782,418527,14406.36,634.364
10,2,420090,1367829,1387091,84652,733738.3,124388.9,,,,,234410,25521.23,37348.49,420090,21264.33,2828.723
10,3,2698,4025.840,6.260,,,,,,,,,,,2698,116.325,0.263
10,4,2169,2982.308,28.573,,,,,,,,,,,2169,78.704,0.002
5,0,564818,1496919,2754476,112513,846935.5,49578.12,7,27394.09,225241.3,,294582,129863.7,92353.54,564818,19465.25,2084.091
5,1,438106,1265116,967765.1,90747,710342.7,36814.10,,,,,267761,130786.0,57543.32,438106,15251.39,369.515
5,2,431586,1390186,2509795,82175,713422.9,166486.9,,,,,241903,35981.12,41966.91,431586,21428.05,15509.67
5,3,3309,4574.588,33.621,,,,,,,,,,,3309,192.260,0.999
5,4,2378,3375.441,8.948,,,,,,,,,,,2378,88.773,0.000
